title,url,pageid,state,level,description,instance_of,founded,website,school_district,nces_id,postal_code,wikidata_qid,lat,lon,pageviews_60d,thumbnail,source_category
Marcus Whitman Middle/High School,https://en.wikipedia.org/wiki/Marcus_Whitman_Middle/High_School,19716617,New York,high,"Public school in Rushville, New York, United States",high school,1971,,Marcus Whitman Central School District,361230000993,,Q6758535,42.77916667,-77.22361111,0,,"Schools in Ontario County, New York"
Maria Regina High School,https://en.wikipedia.org/wiki/Maria_Regina_High_School,9976655,New York,high,"Private, all-female school in Hartsdale, Westchester County, New York, United States",high school,1957,http://www.mariaregina.org,,,10530,Q14706904,41.03305556,-73.81,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Maria_Regina_HS_2020.jpg/330px-Maria_Regina_HS_2020.jpg,Girls' schools in New York (state)
Marlboro High School (New York),https://en.wikipedia.org/wiki/Marlboro_High_School_(New_York),13131915,New York,high,"Public high school in Marlboro, New York",high school,1967,,,361857001670,,Q6771626,41.60416667,-73.9875,0,,"Schools in Ulster County, New York"
Marsha Stern Talmudical Academy,https://en.wikipedia.org/wiki/Marsha_Stern_Talmudical_Academy,3268553,New York,high,"Private, yeshiva, day school in New York, NY, United States",yeshiva,1916,http://www.YUHSB.org/,,,10033,Q6773401,40.851804,-73.928446,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Zysman_Hall_jeh.jpg/330px-Zysman_Hall_jeh.jpg,Boys' schools in New York City
Martin Luther School,https://en.wikipedia.org/wiki/Martin_Luther_School,9668758,New York,high,"Private middle and high school in Maspeth, New York, United States",high school,1960,https://www.martinluthernyc.org/,,,11378,Q6776043,40.7229,-73.9059,0,,"Private high schools in Queens, New York"
Martin Van Buren High School,https://en.wikipedia.org/wiki/Martin_Van_Buren_High_School,2284374,New York,high,Public school in New York City,high school,1955,http://mvbhigh.org,,360009902030,11427,Q6776801,40.7332,-73.73918,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Martin_Van_Buren_HS_Qns_td_%282023-06-18%29_03.jpg/330px-Martin_Van_Buren_HS_Qns_td_%282023-06-18%29_03.jpg,"Public high schools in Queens, New York"
Marymount School of New York,https://en.wikipedia.org/wiki/Marymount_School_of_New_York,2927830,New York,high,"Independent, college-preparatory, day school in New York City",school,1926,http://www.marymountnyc.org,,,10028,Q6781633,40.77986111,-73.96125,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Marymount_School_winter.jpg/330px-Marymount_School_winter.jpg,Girls' schools in New York City
"Maryvale High School (Cheektowaga, New York)","https://en.wikipedia.org/wiki/Maryvale_High_School_(Cheektowaga,_New_York)",12319980,New York,high,"Public school in Cheektowaga, New York, United States",high school,1955,http://www.maryvale.wnyric.org/highschool.cfm?subpage=6,,361860001678,,Q6781788,42.93720556,-78.75016111,0,,Public high schools in New York (state)
Maslow-Toffler School of Futuristic Education,https://en.wikipedia.org/wiki/Maslow-Toffler_School_of_Futuristic_Education,8631442,New York,,School,school,,,,,,Q6783471,40.7662,-73.266,0,,"Schools in Suffolk County, New York"
Maspeth High School,https://en.wikipedia.org/wiki/Maspeth_High_School,38569964,New York,high,Public school in New York City,high school,2011,http://www.maspethhighschool.org/,,360009806278,11373,Q16253877,40.7297,-73.8877,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Maspeth_High_School.jpg/330px-Maspeth_High_School.jpg,"Public high schools in Queens, New York"
Massapequa High School,https://en.wikipedia.org/wiki/Massapequa_High_School,7129812,New York,high,"High school in Massapequa, New York",high school,1955,https://www.msd.k12.ny.us/o/mhs,,361863001688,11758,Q6784533,40.66777778,-73.45333333,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/MassapequaHighSchool.JPG/330px-MassapequaHighSchool.JPG,"Schools in Nassau County, New York"
Massena Central High School,https://en.wikipedia.org/wiki/Massena_Central_High_School,19811561,New York,high,School in the United States,high school,1937,http://massena-central-high-school-home.www.mcs.k12.ny.us/modules/groups/integrated_home.phtml?&gid=2944804&sessionid=5f6243e1d659b01a61c5c65b87119e67&__utma=237117980.892098269.1355204302.1355204302.1355204302.1&__utmb=237117980.3.10.1355204302&__utmc=237117980&__utmz=237117980.1355204302.1.1.utmcsr%3Dgoogle%7Cutmccn%3D%28organic%29%7Cutmcmd%3Dorganic%7Cutmctr%3D%28not+provided%29,,361866001695,,Q6784577,,,0,,"Schools in St. Lawrence County, New York"
Masters School,https://en.wikipedia.org/wiki/Masters_School,5086231,New York,high,"Prep school in Dobbs Ferry, New York, US",boarding school,1877,,,,,Q6785436,41.010943,-73.870451,0,,Boarding schools in New York (state)
"Math, Science, Technology Preparatory School","https://en.wikipedia.org/wiki/Math,_Science,_Technology_Preparatory_School",6465392,New York,high,"High school in New York, United States",high school,2006,http://www.buffaloschools.org/Seneca.cfm,,360585005857,14215,Q6786732,42.92295,-78.83224,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/MathScienceTechnologyPrepAtSenecaVocationalHighSchool.JPG/330px-MathScienceTechnologyPrepAtSenecaVocationalHighSchool.JPG,High schools in New York (state)
McBurney School,https://en.wikipedia.org/wiki/McBurney_School,6459124,New York,high,"Boys college-preparatory school in Manhattan, New York, U.S.",university-preparatory school,1916,,,,,Q6800060,40.77105,-73.98088,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Westside_Y_bikers_jeh.jpg/330px-Westside_Y_bikers_jeh.jpg,Preparatory schools in New York (state)
McKinley Vocational High School,https://en.wikipedia.org/wiki/McKinley_Vocational_High_School,23178517,New York,high,"Public, vocational school in Buffalo, New York, United States",high school,1910,http://www.buffaloschools.org/McKinley.cfm,Buffalo Public Schools,360585000315,14207,Q6801949,42.9375,-78.87972222,0,,"High schools in Buffalo, New York"
McQuaid Jesuit High School,https://en.wikipedia.org/wiki/McQuaid_Jesuit_High_School,3131819,New York,high,"School in Rochester, Monroe, New York, United States",high school,1954,http://www.mcquaid.org,,,14618,Q6802624,43.12388889,-77.5925,0,,Boys' schools in New York (state)
Mechanicville High School,https://en.wikipedia.org/wiki/Mechanicville_High_School,10198401,New York,high,Public secondary school in the United States,high school,,,,361890001714,,Q6804637,42.90238889,-73.69968611,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Mechanicville_High_School_-_Athletic_Field_-_02_-_2018.10.12.jpg/330px-Mechanicville_High_School_-_Athletic_Field_-_02_-_2018.10.12.jpg,"Schools in Saratoga County, New York"
Medina High School (New York),https://en.wikipedia.org/wiki/Medina_High_School_(New_York),62264409,New York,high,"Public school in Medina, New York, United States",high school,,,Medina Central School District,361896001716,,Q85784715,43.2097,-78.3962,0,,"Schools in Orleans County, New York"
Mercaz HaTorah of Belle Harbor,https://en.wikipedia.org/wiki/Mercaz_HaTorah_of_Belle_Harbor,37557660,New York,,Talmudical school in New York,school,,http://www.ymhbh.com,,,,Q14706933,40.57982,-73.85043,0,,Orthodox yeshivas in New York City
Mercer County Special Services School District,https://en.wikipedia.org/wiki/Mercer_County_Special_Services_School_District,44923710,New York,,"School district in New Jersey, United States",special education school,1977,http://mercerspecialservices.org/,,,,Q19865127,40.251317,-74.651528,0,,Special schools in New York (state)
Mesivtha Tifereth Jerusalem,https://en.wikipedia.org/wiki/Mesivtha_Tifereth_Jerusalem,12916670,New York,,Yeshiva in New York City,private not-for-profit educational institution,1907,,,,10002-6301,Q6821345,40.71383333,-73.99116667,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Mesivtha_Tifereth_Jerusalem.jpg/330px-Mesivtha_Tifereth_Jerusalem.jpg,Boys' schools in New York City
Metropolitan Corporate Academy,https://en.wikipedia.org/wiki/Metropolitan_Corporate_Academy,21423602,New York,high,Public school in New York City,high school,,http://schools.nyc.gov/SchoolPortals/15/K530/default.htm,,,11217,Q6825058,40.6867,-73.9802,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Metro_Corp_Academy_362_Schermerhorne_rain_jeh.jpg/330px-Metro_Corp_Academy_362_Schermerhorne_rain_jeh.jpg,Public high schools in Brooklyn
Mexico High School (New York),https://en.wikipedia.org/wiki/Mexico_High_School_(New_York),25322843,New York,high,"Public school in Mexico, New York, United States",high school,1826,http://www.mexico.cnyric.org/MexicoHigh.cfm?subpage=5298,Mexico Central School District,,,Q6826190,43.4603,-76.2346,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Mexico_Academy_and_Central_School_Nov_09.jpg/330px-Mexico_Academy_and_Central_School_Nov_09.jpg,"Schools in Oswego County, New York"
Michael J. Petrides School,https://en.wikipedia.org/wiki/Michael_J._Petrides_School,9985658,New York,high,Public school in New York City,high school,,,,360010301827,,Q14706951,40.609074,-74.105107,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Michael_J._Petrides_Complex_td_%282022-04-16%29_031.jpg/330px-Michael_J._Petrides_Complex_td_%282022-04-16%29_031.jpg,K–12 schools in New York City
Middle College High School at LaGuardia Community College,https://en.wikipedia.org/wiki/Middle_College_High_School_at_LaGuardia_Community_College,14501254,New York,high,Public school in New York City,high school,1974,,,360009804895,,Q6841277,40.74499,-73.9338,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/LaGuardia_Community_College_td_%282022-05-25%29_11_-_Middle_College_High_School.jpg/330px-LaGuardia_Community_College_td_%282022-05-25%29_11_-_Middle_College_High_School.jpg,International schools in New York City
Middle Early College High School,https://en.wikipedia.org/wiki/Middle_Early_College_High_School,45474452,New York,high,"School in Buffalo, Erie, New York",high school,,http://www.buffaloschools.org/MiddleEarlyCollege.cfm,,360585006353,14204,Q20657329,42.94388889,-78.83222222,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Bennett_High_School%2C_Buffalo%2C_New_York%2C_September_2010.jpg/330px-Bennett_High_School%2C_Buffalo%2C_New_York%2C_September_2010.jpg,High schools in New York (state)
Middletown High School (New York),https://en.wikipedia.org/wiki/Middletown_High_School_(New_York),13208994,New York,high,"High school in Middletown, Orange County, New York",high school,,,Enlarged City School District of Middletown,361932001766,10940,Q14706965,41.4517,-74.3984,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Middletown%2C_NY%2C_High_School.jpg/330px-Middletown%2C_NY%2C_High_School.jpg,"Schools in Orange County, New York"
Midlakes High School,https://en.wikipedia.org/wiki/Midlakes_High_School,11533441,New York,high,"Public school in Clifton Springs, New York, United States",high school,,,,362289003214,14432-9318,Q17021849,42.95777778,-77.09944444,0,,"Schools in Ontario County, New York"
Midwood High School,https://en.wikipedia.org/wiki/Midwood_High_School,2088383,New York,high,Public school in New York City,high school,1940,http://www.midwoodhighschool.org/,,360015302032,,Q10749664,40.63283333,-73.95191667,0,,Public high schools in Brooklyn
Milford Academy,https://en.wikipedia.org/wiki/Milford_Academy,15998228,New York,high,"School in New Berlin, Chenango County, New York, United States",school,1916,http://www.milfordacademy.org/,,,,Q6851711,42.622956,-75.334067,0,,Boys' schools in New York (state)
Millbrook High School (New York),https://en.wikipedia.org/wiki/Millbrook_High_School_(New_York),8484044,New York,high,"High school in Millbrook, NY, United States",high school,2006,,,361938005859,,Q6858619,41.78166667,-73.68777778,0,,"Public high schools in Dutchess County, New York"
Millbrook School,https://en.wikipedia.org/wiki/Millbrook_School,1362952,New York,high,"Private school in Stanford, New York, US",boarding school,1931,http://www.millbrook.org/,,,,Q14706968,41.85555556,-73.62111111,0,,Boarding schools in New York (state)
Millennium High School (New York City),https://en.wikipedia.org/wiki/Millennium_High_School_(New_York_City),12063971,New York,high,Public school in New York City,high school,2002,http://www.millenniumhs.org,New York City Public Schools,360007705085,,Q3180851,40.704606,-74.011444,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/ITT_HQ_75_Broad_St_entry_jeh.jpg/330px-ITT_HQ_75_Broad_St_entry_jeh.jpg,Public high schools in Manhattan
Miller Place High School,https://en.wikipedia.org/wiki/Miller_Place_High_School,9410667,New York,high,"Public high school in Miller Place, New York , United States",high school,1972,http://www.millerplace.k12.ny.us,,361941001773,11764,Q6859219,40.93416667,-72.99027778,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Mphighschool2.jpg/330px-Mphighschool2.jpg,"Schools in Suffolk County, New York"
Mineola High School (New York),https://en.wikipedia.org/wiki/Mineola_High_School_(New_York),4472755,New York,high,Comprehensive school,high school,1744,http://www.edline.net/pages/Mineola_High_School,Mineola Union Free School District,361950001780,,Q6864208,40.74194444,-73.6575,0,,"Schools in Nassau County, New York"
Minisink Valley High School,https://en.wikipedia.org/wiki/Minisink_Valley_High_School,2393903,New York,high,"Public (exam school) secondary school in Slate Hill, New York, United States",high school,1958,http://www.minisink.com/index.php?id=2,Minisink Valley Central School District,361956001784,,Q6865713,41.3842,-74.5116,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Minisink_Valley_High_School%2C_July_2023.jpg/330px-Minisink_Valley_High_School%2C_July_2023.jpg,"Schools in Orange County, New York"
Mir Yeshiva (Brooklyn),https://en.wikipedia.org/wiki/Mir_Yeshiva_(Brooklyn),8686431,New York,,"School in Brooklyn, New York, United States",private not-for-profit educational institution,1945,https://www.mirmesivta.com/,,,11223-2010,Q14706973,40.60503,-73.966389,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Mirrer_Yeshiva_-_01.jpg/330px-Mirrer_Yeshiva_-_01.jpg,Haredi yeshivas in New York (state)
Miraj Islamic School,https://en.wikipedia.org/wiki/Miraj_Islamic_School,36162632,New York,high,"Private islamic school in Staten Island, NY, United States",school,1996,http://www.mirajschool.org/,,,10301,Q6872636,40.63477,-74.08593,0,,Islamic schools in New York (state)
Mohonasen High School,https://en.wikipedia.org/wiki/Mohonasen_High_School,4631981,New York,high,"Public (u.s.) school in Rotterdam, New York, United States",high school,1960,,Mohonasen Central School District,360000404545,,Q6894291,42.76833333,-73.95666667,0,,"Schools in Schenectady County, New York"
Monroe-Woodbury High School,https://en.wikipedia.org/wiki/Monroe-Woodbury_High_School,7897673,New York,high,"High school serving two named towns in Orange County, New York",high school,2001,,Monroe–Woodbury Central School District,361965001795,10917,Q14706979,41.3238,-74.1348,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Monroe-Woodbury_Central_High_School.jpg/330px-Monroe-Woodbury_Central_High_School.jpg,"Schools in Orange County, New York"
